Email_ID,Date,Time,Month,Year,Day_of_Week,Fraud_Category,Sub_Technique,Risk_Level,Target_Victim,Sender_Email,Subject,Message,Amount_Bait,Label
FRAUD_03359,2023-01-31,21:10:28,January,2023,Tuesday,Bank Fraud,Fake Transaction Alert,High,Rural Customers,security@axis-bank-update.net,ICICI Bank: Large transaction alert on your account,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2023-01-31 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 180,000",Fraud/Spam
FRAUD_04134,2023-01-31,14:14:19,January,2023,Tuesday,Investment Scam,Ponzi Scheme,Critical,Middle Class,trade@real-estate-quick.net,Risk-free investment: 40% annual return,"BITCOIN INVESTMENT PLAN: Invest your idle money in Bitcoin through our managed fund and earn 3X returns in just 60 days. How it works: You invest Rs. 50,000. Our expert traders handle everything. After 60 days, you receive Rs. 1,50,000. Withdrawal anytime. No lock-in period. We have paid over Rs. 50 crore to our investors since 2022. Proof of payments available. Join 10,000+ happy investors. Transfer now to start: invest@bitcoin-guaranteed.net","Rs. 40,000",Fraud/Spam
FRAUD_01948,2023-01-31,20:18:36,January,2023,Tuesday,Lottery Fraud,Urgency + Expiry,High,General Public,notify@microsoft-lottery-winner.net,RBI Approved Lottery: Claim your prize,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$150,000",Fraud/Spam
FRAUD_02227,2023-01-31,09:37:26,January,2023,Tuesday,Job Offer Scam,Urgency Tactics,High,Freshers,hr@infosys-remote-2025.com,"Online typing jobs: Earn Rs. 30,000/month","GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2023-01-31.","Rs. 130,000",Fraud/Spam
FRAUD_04539,2023-01-31,08:04:57,January,2023,Tuesday,Investment Scam,Advance Fee,Critical,Middle Class,returns@mutual-fund-expert.biz,Exclusive MLM opportunity: Earn Rs. 5 lakh/month,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 140,000",Fraud/Spam
FRAUD_02417,2023-01-31,09:15:40,January,2023,Tuesday,Job Offer Scam,Urgency Tactics,High,Working Professionals,careers@youtube-like-jobs.net,Data entry jobs: Earn Rs. 800/hour,"ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 400,000",Fraud/Spam
FRAUD_00974,2023-02-01,16:39:06,February,2023,Wednesday,Phishing,Urgency Tactics,Critical,Wallet,security@kotakbank-verify.biz,HDFC Bank: Update your KYC immediately,"Dear Customer, We have detected suspicious login activity on your account from an unknown device. To protect your account, we have temporarily restricted access. Please verify your identity immediately by clicking the link below: http://hdfc-secure-verify.net/login. You must verify within 24 hours or your account will be permanently suspended. Enter your User ID, Password and OTP to restore access.","$550,000",Fraud/Spam
FRAUD_02630,2023-02-01,20:42:46,February,2023,Wednesday,Job Offer Scam,Brand Impersonation,High,Students,hr@work-from-home-jobs.net,YouTube like and subscribe job: Rs. 2000/day,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2023-02-01.","Rs. 220,000",Fraud/Spam
FRAUD_02250,2023-02-01,02:41:18,February,2023,Wednesday,Job Offer Scam,Urgency Tactics,High,Working Professionals,hiring@google-remote-jobs.net,YouTube like and subscribe job: Rs. 2000/day,"ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 60,000",Fraud/Spam
FRAUD_03737,2023-02-01,08:16:33,February,2023,Wednesday,Bank Fraud,RBI Impersonation,Critical,Bank Account Holders,security@axis-bank-update.net,Kotak Bank: Verify your account immediately,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2023-02-01 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 480,000",Fraud/Spam
FRAUD_03843,2023-02-02,08:21:30,February,2023,Thursday,Bank Fraud,Fake Transaction Alert,Critical,Bank Account Holders,security@yes-bank-verify.biz,Account freeze notice: Immediate action required,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2023-02-02 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 110,000",Fraud/Spam
FRAUD_00025,2023-02-02,16:12:50,February,2023,Thursday,Phishing,Fake Login Page,High,Bank Account,noreply@yesbank-secure.com,Apple ID suspended - Verify now,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$100,000",Fraud/Spam
FRAUD_00997,2023-02-02,17:42:12,February,2023,Thursday,Phishing,Account Suspension Threat,High,Email Account,support@axisbank-alert.net,Amazon: Suspicious order placed on your account,"Dear Customer, We have detected suspicious login activity on your account from an unknown device. To protect your account, we have temporarily restricted access. Please verify your identity immediately by clicking the link below: http://hdfc-secure-verify.net/login. You must verify within 24 hours or your account will be permanently suspended. Enter your User ID, Password and OTP to restore access.","$900,000",Fraud/Spam
FRAUD_02102,2023-02-02,04:20:28,February,2023,Thursday,Job Offer Scam,Brand Impersonation,High,Students,recruiter@typing-jobs-online.biz,"Online typing jobs: Earn Rs. 30,000/month","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 240,000",Fraud/Spam
FRAUD_01324,2023-02-02,20:36:41,February,2023,Thursday,Lottery Fraud,Advance Fee,Medium,Working Professionals,claims@uk-national-lottery.biz,WINNER: You are selected in our global draw,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$100,000",Fraud/Spam
FRAUD_04872,2023-02-03,07:52:21,February,2023,Friday,Investment Scam,Crypto Fraud,High,Retired Persons,trade@real-estate-quick.net,Gold investment scheme: 35% returns annually,"BITCOIN INVESTMENT PLAN: Invest your idle money in Bitcoin through our managed fund and earn 3X returns in just 60 days. How it works: You invest Rs. 50,000. Our expert traders handle everything. After 60 days, you receive Rs. 1,50,000. Withdrawal anytime. No lock-in period. We have paid over Rs. 50 crore to our investors since 2022. Proof of payments available. Join 10,000+ happy investors. Transfer now to start: invest@bitcoin-guaranteed.net","Rs. 120,000",Fraud/Spam
FRAUD_02106,2023-02-03,23:43:11,February,2023,Friday,Job Offer Scam,Advance Fee,High,Students,jobs@data-entry-work.net,"Fresher job: Rs. 40,000/month work from home","ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 320,000",Fraud/Spam
FRAUD_02300,2023-02-03,00:24:51,February,2023,Friday,Job Offer Scam,Urgency Tactics,High,Students,hr@infosys-remote-2025.com,Google remote job: Apply now,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2023-02-03.","Rs. 480,000",Fraud/Spam
FRAUD_04764,2023-02-03,03:16:09,February,2023,Friday,Investment Scam,Fake SEBI Registration,Critical,Young Professionals,profit@ponzi-returns.biz,"Insider stock tips: Rs. 10,000 becomes Rs. 1,00,000","SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 170,000",Fraud/Spam
FRAUD_00609,2023-02-04,20:50:56,February,2023,Saturday,Phishing,Fake Login Page,High,Email Account,alert@icici-login.info,Urgent: Verify your bank account now,"SECURITY ALERT: We noticed a sign-in to your Google Account from a new device on 2023-02-04. Location: Unknown. If this was not you, someone may have your password. Immediately secure your account at: http://google-accounts-verify.biz. Enter your email and password to confirm your identity and reset your security settings.","$950,000",Fraud/Spam
FRAUD_00453,2023-02-04,00:58:19,February,2023,Saturday,Phishing,Account Suspension Threat,High,Streaming Account,support@sbi-verify.biz,Amazon: Suspicious order placed on your account,"SECURITY ALERT: We noticed a sign-in to your Google Account from a new device on 2023-02-04. Location: Unknown. If this was not you, someone may have your password. Immediately secure your account at: http://google-accounts-verify.biz. Enter your email and password to confirm your identity and reset your security settings.","$150,000",Fraud/Spam
FRAUD_04462,2023-02-04,06:09:28,February,2023,Saturday,Investment Scam,Advance Fee,High,Investors,profit@ponzi-returns.biz,Bitcoin investment: 3x returns in 60 days,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 30,000",Fraud/Spam
FRAUD_02577,2023-02-04,14:32:40,February,2023,Saturday,Job Offer Scam,Brand Impersonation,High,Students,recruiter@online-earning-2025.com,Amazon is hiring work-from-home employees,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2023-02-04.","Rs. 250,000",Fraud/Spam
FRAUD_02352,2023-02-05,14:28:13,February,2023,Sunday,Job Offer Scam,Advance Fee,High,Students,recruiter@typing-jobs-online.biz,"Fresher job: Rs. 40,000/month work from home","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 300,000",Fraud/Spam
FRAUD_01744,2023-02-05,07:02:41,February,2023,Sunday,Lottery Fraud,Brand Impersonation,Medium,General Public,prize@rbi-lottery-scheme.com,Microsoft Lottery: Congratulations on winning!,"COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$600,000",Fraud/Spam
FRAUD_03663,2023-02-05,15:28:45,February,2023,Sunday,Bank Fraud,RBI Impersonation,High,Rural Customers,security@axis-bank-update.net,Your bank account is on hold,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2023-02-05. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 280,000",Fraud/Spam
FRAUD_00364,2023-02-05,02:02:02,February,2023,Sunday,Phishing,Credential Harvesting,High,Email Account,noreply@google-alert.biz,Netflix: Payment failed - Update details,"Your PayPal account has been limited due to unusual activity detected on 2023-02-05. To restore full access to your account, please verify your information at: http://paypa1-secure-account.com. You will need to provide your full name, date of birth, billing address, and credit card details. Failure to verify within 48 hours will result in permanent account suspension.","$900,000",Fraud/Spam
FRAUD_02614,2023-02-06,23:04:03,February,2023,Monday,Job Offer Scam,Too Good To Be True Salary,Medium,Housewives,jobs@data-entry-work.net,"Fresher job: Rs. 40,000/month work from home","ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 450,000",Fraud/Spam
FRAUD_03538,2023-02-06,20:42:17,February,2023,Monday,Bank Fraud,Fake Transaction Alert,Critical,Rural Customers,alerts@kotak-verify.biz,Your bank account is on hold,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2023-02-06 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 160,000",Fraud/Spam
FRAUD_01080,2023-02-06,09:13:33,February,2023,Monday,Lottery Fraud,Urgency + Expiry,High,General Public,winner@euromillions-claim.com,United Nations Lottery: You have been selected,"COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$700,000",Fraud/Spam
FRAUD_02739,2023-02-06,12:51:03,February,2023,Monday,Job Offer Scam,Urgency Tactics,High,Housewives,hr@infosys-remote-2025.com,TCS is hiring remote workers urgently,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2023-02-06.","Rs. 190,000",Fraud/Spam
FRAUD_01103,2023-02-06,03:19:00,February,2023,Monday,Lottery Fraud,Urgency + Expiry,High,General Public,prize@whatsapp-lottery-2025.com,Microsoft Lottery: Congratulations on winning!,"OFFICIAL NOTIFICATION: We are pleased to inform you that your email address has won £500,000 in the UK National Lottery Online Promotional Draw conducted on 2023-02-06. Ticket Number: UKL-2025-4892. Batch Number: 14/25/0302. To begin your claim process, please contact the claims department at claims@uk-national-lottery.biz. You are required to pay a release fee of £200 to process your winnings. This offer expires in 7 days.","$650,000",Fraud/Spam
FRAUD_03029,2023-02-06,00:55:30,February,2023,Monday,Bank Fraud,KYC Fraud,High,Senior Citizens,support@rbi-bank-alert.net,ICICI Bank: Large transaction alert on your account,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2023-02-06. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 70,000",Fraud/Spam
FRAUD_02045,2023-02-06,12:21:10,February,2023,Monday,Job Offer Scam,Brand Impersonation,Medium,Unemployed,hr@work-from-home-jobs.net,"Work from home and earn Rs. 50,000/month","ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 500,000",Fraud/Spam
FRAUD_03877,2023-02-08,20:53:41,February,2023,Wednesday,Bank Fraud,RBI Impersonation,Critical,Senior Citizens,alerts@kotak-verify.biz,SBI Alert: Suspicious transaction detected,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2023-02-08. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 230,000",Fraud/Spam
FRAUD_03501,2023-02-08,16:54:32,February,2023,Wednesday,Bank Fraud,RBI Impersonation,High,Bank Account Holders,alerts@sbi-kyc-update.net,Account freeze notice: Immediate action required,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2023-02-08 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 270,000",Fraud/Spam
FRAUD_04857,2023-02-08,03:17:02,February,2023,Wednesday,Investment Scam,Fake SEBI Registration,High,Investors,returns@mutual-fund-expert.biz,Double your money in 30 days - Guaranteed!,"BITCOIN INVESTMENT PLAN: Invest your idle money in Bitcoin through our managed fund and earn 3X returns in just 60 days. How it works: You invest Rs. 50,000. Our expert traders handle everything. After 60 days, you receive Rs. 1,50,000. Withdrawal anytime. No lock-in period. We have paid over Rs. 50 crore to our investors since 2022. Proof of payments available. Join 10,000+ happy investors. Transfer now to start: invest@bitcoin-guaranteed.net","Rs. 460,000",Fraud/Spam
FRAUD_01437,2023-02-09,19:56:13,February,2023,Thursday,Lottery Fraud,Prize Notification,Medium,General Public,claims@united-nations-lottery.org,"Congratulations! You have won $1,000,000","COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$950,000",Fraud/Spam
FRAUD_03095,2023-02-09,06:15:22,February,2023,Thursday,Bank Fraud,KYC Fraud,High,Bank Account Holders,noreply@hdfc-account-verify.biz,Axis Bank: Your net banking is suspended,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2023-02-09. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 260,000",Fraud/Spam
FRAUD_01029,2023-02-10,07:56:23,February,2023,Friday,Lottery Fraud,Prize Notification,High,Working Professionals,winner@coca-cola-promo.net,Your email won our international lottery,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2023-02-10. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$550,000",Fraud/Spam
FRAUD_04390,2023-02-11,15:31:08,February,2023,Saturday,Investment Scam,Ponzi Scheme,Critical,Middle Class,profit@ponzi-returns.biz,SEBI approved fund: 45% guaranteed returns,"REAL ESTATE QUICK PROFIT SCHEME: Invest in our upcoming township project and get 200% returns in just 6 months. How: We purchase distressed properties at 50% below market value, renovate and sell at full price. You share in the profit. Minimum investment: Rs. 2,00,000. Expected returns: Rs. 6,00,000 in 180 days. Government approved project. Legal documents available. 500 investors already enrolled. Limited slots remaining. Book your slot by 2023-02-11: trade@real-estate-quick.net","Rs. 170,000",Fraud/Spam
FRAUD_00970,2023-02-11,18:53:55,February,2023,Saturday,Phishing,Account Suspension Threat,High,Wallet,support@axisbank-alert.net,Immediate action required on your account,"ICICI Bank Alert: An unusual transaction of Rs. 28,500 was attempted on your account on 2023-02-11. If this was not authorized by you, please immediately secure your account at: http://icici-secure-banking.net. Enter your Customer ID, password and debit card details to block this transaction and protect your account.","$600,000",Fraud/Spam
FRAUD_00211,2023-02-11,10:20:12,February,2023,Saturday,Phishing,Urgency Tactics,Critical,Email Account,support@apple-id-verify.com,Urgent: Verify your bank account now,"ICICI Bank Alert: An unusual transaction of Rs. 28,500 was attempted on your account on 2023-02-11. If this was not authorized by you, please immediately secure your account at: http://icici-secure-banking.net. Enter your Customer ID, password and debit card details to block this transaction and protect your account.","$150,000",Fraud/Spam
FRAUD_04781,2023-02-11,13:45:59,February,2023,Saturday,Investment Scam,Fake SEBI Registration,Critical,Retired Persons,trade@real-estate-quick.net,Gold investment scheme: 35% returns annually,"REAL ESTATE QUICK PROFIT SCHEME: Invest in our upcoming township project and get 200% returns in just 6 months. How: We purchase distressed properties at 50% below market value, renovate and sell at full price. You share in the profit. Minimum investment: Rs. 2,00,000. Expected returns: Rs. 6,00,000 in 180 days. Government approved project. Legal documents available. 500 investors already enrolled. Limited slots remaining. Book your slot by 2023-02-11: trade@real-estate-quick.net","Rs. 390,000",Fraud/Spam
FRAUD_04708,2023-02-12,19:49:29,February,2023,Sunday,Investment Scam,Advance Fee,High,Middle Class,invest@crypto-double-returns.com,Earn 50% monthly returns on crypto,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 70,000",Fraud/Spam
FRAUD_03069,2023-02-12,10:25:54,February,2023,Sunday,Bank Fraud,Fake Transaction Alert,Critical,Bank Account Holders,security@yes-bank-verify.biz,HDFC: Your debit card is blocked,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2023-02-12. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 250,000",Fraud/Spam
FRAUD_01891,2023-02-12,22:59:57,February,2023,Sunday,Lottery Fraud,Advance Fee,Medium,General Public,prize@rbi-lottery-scheme.com,RBI Approved Lottery: Claim your prize,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$1,000,000",Fraud/Spam
FRAUD_03785,2023-02-12,06:34:47,February,2023,Sunday,Bank Fraud,RBI Impersonation,Critical,Rural Customers,alerts@kotak-verify.biz,ICICI Bank: Large transaction alert on your account,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2023-02-12. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 380,000",Fraud/Spam
FRAUD_01759,2023-02-13,12:05:27,February,2023,Monday,Lottery Fraud,Prize Notification,Medium,Working Professionals,notify@intl-sweepstakes-2025.org,RBI Approved Lottery: Claim your prize,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$450,000",Fraud/Spam
FRAUD_03787,2023-02-13,23:21:16,February,2023,Monday,Bank Fraud,Card Blocking Threat,Critical,Rural Customers,alerts@kotak-verify.biz,PNB: Your account shows unusual activity,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2023-02-13 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 260,000",Fraud/Spam
FRAUD_02680,2023-02-13,11:31:16,February,2023,Monday,Job Offer Scam,Too Good To Be True Salary,High,Students,hr@infosys-remote-2025.com,Part-time job: Earn Rs. 5000/day from home,"ONLINE EARNING OPPORTUNITY: Like and Subscribe YouTube videos and earn Rs. 200 per video. Work only 1-2 hours per day and earn Rs. 2,000 to Rs. 5,000 daily. No experience or qualifications required. Payment directly to your bank account daily. To start, pay a joining fee of Rs. 999 to activate your account. After payment, you will receive 50 videos daily to like. Contact: careers@youtube-like-jobs.net","Rs. 320,000",Fraud/Spam
FRAUD_00987,2023-02-13,00:53:11,February,2023,Monday,Phishing,Urgency Tactics,Critical,Wallet,alert@icici-login.info,Paytm: Your wallet is temporarily blocked,"Your Amazon account shows a new order of Rs. 45,999 placed on 2023-02-13 from an unrecognized device. If you did not place this order, your account may be compromised. Cancel this order and secure your account immediately at: http://amazon-account-secure.net. Provide your email, password and OTP to verify.","$700,000",Fraud/Spam
